Pais,Ano,ENTR,TUTT,EMPE,Flag_Outlier_Prod,PROD,TAMANHO_MEDIO
ITA,2020,89438.0,53443.498046875,358678.0,0,0.14900132722630047,4.01035354100047
ITA,2021,93699.0,59352.400390625,377282.0,0,0.1573157489374659,4.026531766614371
ITA,2022,97459.0,64739.669921875,400111.0,0,0.16180427411861958,4.105428949609579
LTU,2010,1237.0,376.40001296997053,9528.0,0,0.039504619329341996,7.70250606305578
LTU,2011,1347.0,462.299987792969,10847.0,0,0.04262007815921167,8.052709725315516
LTU,2012,1868.0,505.90000915527384,12117.0,0,0.04175125931792307,6.486616702355461
LTU,2013,2349.0,580.6999969482417,13736.0,0,0.042275771472644275,5.8475947211579395
LTU,2014,3549.0,677.200027465821,15400.0,0,0.043974027757520844,4.339250493096647
LTU,2015,4371.0,848.399978637696,17618.0,0,0.048155294507758885,4.030656600320293
LTU,2016,4773.0,936.100006103516,19517.0,0,0.04796331434664733,4.089042530902996
LTU,2017,5211.0,1106.5,20615.0,0,0.0536745088527771,3.956054500095951
LTU,2018,5847.0,1328.600006103516,22098.0,0,0.06012308833847027,3.779374037968189
LTU,2019,6636.0,1649.5,23650.0,0,0.06974630021141649,3.563893911995178
LTU,2020,7445.0,2032.000061035161,25578.0,0,0.07944327394773482,3.435594358629953
LTU,2021,8523.0,2602.7900390625027,29485.0,0,0.08827505643759548,3.4594626305291563
LTU,2022,9638.0,3502.880004882813,34599.0,0,0.10124223257558926,3.5898526665283255
LUX,2010,1372.0,0.0,8350.0,0,0.24029940667980504,5.843247025892232
LUX,2011,1429.0,2006.500045776372,8350.0,0,0.24029940667980504,5.843247025892232
LUX,2012,1496.0,3381.00000000001,8702.0,0,0.38853137209836935,5.816844919786096
LUX,2013,1610.0,1996.09997558594,8288.0,0,0.2408421785214696,5.147826086956521
LUX,2014,1684.0,2009.59997558594,8536.0,0,0.23542642638073336,5.068883610451306
LUX,2015,1828.0,2177.39990234375,8638.0,0,0.25207222763877635,4.725382932166302
LUX,2016,1881.0,2337.5,9195.0,0,0.2542142468733007,4.88835725677831
LUX,2017,1992.0,2646.0,10100.0,0,0.261980198019802,5.070281124497992
LUX,2018,2097.0,2652.5,10752.0,0,0.2466982886904762,5.127324749642346
LUX,2019,2277.0,2802.0,11384.0,0,0.24613492621222768,4.999560825647782
LUX,2020,2267.0,0.0,11384.0,0,0.24613492621222768,4.999560825647782
LUX,2021,2626.0,0.0,11384.0,0,0.24613492621222768,4.999560825647782
LUX,2022,2650.0,0.0,,0,,
LVA,2010,2022.0,330.79999542236305,8006.0,0,0.04131901017016776,3.95944609297725
LVA,2011,2375.0,417.400009155274,9212.0,0,0.045310465605218626,3.8787368421052633
LVA,2012,3179.0,562.599990844727,12054.0,0,0.046673302708206986,3.791758414595785
LVA,2013,3778.0,673.600006103516,14125.0,0,0.047688496007328565,3.738750661725781
LVA,2014,4095.0,688.399993896485,16817.0,0,0.040934768026192836,4.106715506715506
LVA,2015,4739.0,778.7999725341799,18094.0,0,0.0430418908220504,3.8181050854610676
LVA,2016,5177.0,875.599975585938,20379.0,0,0.04296579692752039,3.936449681282596
LVA,2017,5252.0,1019.099975585938,22452.0,0,0.04539016459940932,4.274942878903275
